date|id|team0Id|team1Id
Sat Oct 23 2021 19:00:00 GMT-0500 (Central Daylight Time)|463|1610612748|1610612754
Sat Oct 23 2021 19:00:00 GMT-0500 (Central Daylight Time)|536|1610612750|1610612742
Sat Oct 23 2021 19:00:00 GMT-0500 (Central Daylight Time)|578|1610612751|1610612741
Sat Oct 23 2021 19:00:00 GMT-0500 (Central Daylight Time)|752|1610612756|1610612739
Sat Oct 23 2021 19:00:00 GMT-0500 (Central Daylight Time)|804|1610612757|1610612746
Sat Oct 23 2021 19:00:00 GMT-0500 (Central Daylight Time)|855|1610612758|1610612759
Sat Oct 23 2021 19:00:00 GMT-0500 (Central Daylight Time)|1064|1610612764|1610612740
Sat Oct 23 2021 19:00:00 GMT-0500 (Central Daylight Time)|1114|1610612765|1610612762
Sat Oct 23 2021 19:00:00 GMT-0500 (Central Daylight Time)|1150|1610612766|1610612760
Sun Oct 24 2021 19:00:00 GMT-0500 (Central Daylight Time)|103|1610612739|1610612751
Sun Oct 24 2021 19:00:00 GMT-0500 (Central Daylight Time)|152|1610612740|1610612756
Sun Oct 24 2021 19:00:00 GMT-0500 (Central Daylight Time)|258|1610612743|1610612742
Sun Oct 24 2021 19:00:00 GMT-0500 (Central Daylight Time)|393|1610612747|1610612746
Sun Oct 24 2021 19:00:00 GMT-0500 (Central Daylight Time)|496|1610612749|1610612737
Sun Oct 24 2021 19:00:00 GMT-0500 (Central Daylight Time)|646|1610612753|1610612765
Sun Oct 24 2021 19:00:00 GMT-0500 (Central Daylight Time)|871|1610612759|1610612748
Sun Oct 24 2021 19:00:00 GMT-0500 (Central Daylight Time)|960|1610612761|1610612762
Mon Oct 25 2021 19:00:00 GMT-0500 (Central Daylight Time)|744|1610612756|1610612746
Mon Oct 25 2021 19:00:00 GMT-0500 (Central Daylight Time)|832|1610612758|1610612748
Mon Oct 25 2021 19:00:00 GMT-0500 (Central Daylight Time)|1108|1610612765|1610612750
Tue Oct 26 2021 19:00:00 GMT-0500 (Central Daylight Time)|5|1610612737|1610612766
Tue Oct 26 2021 19:00:00 GMT-0500 (Central Daylight Time)|181|1610612741|1610612764
Tue Oct 26 2021 19:00:00 GMT-0500 (Central Daylight Time)|226|1610612742|1610612750
Tue Oct 26 2021 19:00:00 GMT-0500 (Central Daylight Time)|238|1610612743|1610612757
Tue Oct 26 2021 19:00:00 GMT-0500 (Central Daylight Time)|274|1610612744|1610612746
Tue Oct 26 2021 19:00:00 GMT-0500 (Central Daylight Time)|414|1610612747|1610612760
Tue Oct 26 2021 19:00:00 GMT-0500 (Central Daylight Time)|873|1610612759|1610612751
Wed Oct 27 2021 19:00:00 GMT-0500 (Central Daylight Time)|72|1610612738|1610612748
Wed Oct 27 2021 19:00:00 GMT-0500 (Central Daylight Time)|94|1610612739|1610612750
Wed Oct 27 2021 19:00:00 GMT-0500 (Central Daylight Time)|413|1610612747|1610612766
Wed Oct 27 2021 19:00:00 GMT-0500 (Central Daylight Time)|600|1610612752|1610612745
Wed Oct 27 2021 19:00:00 GMT-0500 (Central Daylight Time)|801|1610612757|1610612764
Wed Oct 27 2021 19:00:00 GMT-0500 (Central Daylight Time)|1120|1610612765|1610612737
Thu Oct 28 2021 19:00:00 GMT-0500 (Central Daylight Time)|107|1610612739|1610612737
Thu Oct 28 2021 19:00:00 GMT-0500 (Central Daylight Time)|121|1610612740|1610612745
Thu Oct 28 2021 19:00:00 GMT-0500 (Central Daylight Time)|307|1610612744|1610612750
Thu Oct 28 2021 19:00:00 GMT-0500 (Central Daylight Time)|738|1610612755|1610612754
Thu Oct 28 2021 19:00:00 GMT-0500 (Central Daylight Time)|841|1610612758|1610612765
Thu Oct 28 2021 19:00:00 GMT-0500 (Central Daylight Time)|998|1610612762|1610612766
Fri Oct 29 2021 19:00:00 GMT-0500 (Central Daylight Time)|80|1610612739|1610612741
Fri Oct 29 2021 19:00:00 GMT-0500 (Central Daylight Time)|273|1610612743|1610612763
Fri Oct 29 2021 19:00:00 GMT-0500 (Central Daylight Time)|293|1610612744|1610612761
Fri Oct 29 2021 19:00:00 GMT-0500 (Central Daylight Time)|484|1610612749|1610612750
Fri Oct 29 2021 19:00:00 GMT-0500 (Central Daylight Time)|576|1610612751|1610612737
Fri Oct 29 2021 19:00:00 GMT-0500 (Central Daylight Time)|698|1610612754|1610612755
Fri Oct 29 2021 19:00:00 GMT-0500 (Central Daylight Time)|747|1610612756|1610612747
Fri Oct 29 2021 19:00:00 GMT-0500 (Central Daylight Time)|892|1610612759|1610612758
Fri Oct 29 2021 19:00:00 GMT-0500 (Central Daylight Time)|988|1610612762|1610612748
Fri Oct 29 2021 19:00:00 GMT-0500 (Central Daylight Time)|1131|1610612765|1610612764
Sat Oct 30 2021 19:00:00 GMT-0500 (Central Daylight Time)|212|1610612742|1610612753
Sat Oct 30 2021 19:00:00 GMT-0500 (Central Daylight Time)|285|1610612744|1610612741
Sat Oct 30 2021 19:00:00 GMT-0500 (Central Daylight Time)|335|1610612745|1610612766
Sat Oct 30 2021 19:00:00 GMT-0500 (Central Daylight Time)|399|1610612747|1610612737
Sat Oct 30 2021 19:00:00 GMT-0500 (Central Daylight Time)|499|1610612749|1610612738
Sat Oct 30 2021 19:00:00 GMT-0500 (Central Daylight Time)|664|1610612754|1610612739
Sat Oct 30 2021 19:00:00 GMT-0500 (Central Daylight Time)|776|1610612756|1610612759
Sat Oct 30 2021 19:00:00 GMT-0500 (Central Daylight Time)|796|1610612757|1610612752
Sat Oct 30 2021 19:00:00 GMT-0500 (Central Daylight Time)|939|1610612761|1610612751
Sat Oct 30 2021 19:00:00 GMT-0500 (Central Daylight Time)|1045|1610612763|1610612746
Sat Oct 30 2021 19:00:00 GMT-0500 (Central Daylight Time)|1090|1610612764|1610612765
Sun Oct 31 2021 19:00:00 GMT-0500 (Central Daylight Time)|25|1610612737|1610612761
Sun Oct 31 2021 19:00:00 GMT-0500 (Central Daylight Time)|267|1610612743|1610612746
Sun Oct 31 2021 19:00:00 GMT-0500 (Central Daylight Time)|442|1610612748|1610612747
Sun Oct 31 2021 19:00:00 GMT-0500 (Central Daylight Time)|538|1610612750|1610612744
Sun Oct 31 2021 19:00:00 GMT-0500 (Central Daylight Time)|621|1610612752|1610612754
Sun Oct 31 2021 19:00:00 GMT-0500 (Central Daylight Time)|842|1610612758|1610612766
Sun Oct 31 2021 19:00:00 GMT-0500 (Central Daylight Time)|864|1610612759|1610612745
Sun Oct 31 2021 19:00:00 GMT-0500 (Central Daylight Time)|1029|1610612763|1610612751
Mon Nov 01 2021 19:00:00 GMT-0500 (Central Daylight Time)|17|1610612737|1610612758
Mon Nov 01 2021 19:00:00 GMT-0500 (Central Daylight Time)|165|1610612741|1610612740
Mon Nov 01 2021 19:00:00 GMT-0500 (Central Daylight Time)|272|1610612743|1610612763
Mon Nov 01 2021 19:00:00 GMT-0500 (Central Daylight Time)|465|1610612748|1610612764
Mon Nov 01 2021 19:00:00 GMT-0500 (Central Daylight Time)|876|1610612759|1610612754
Mon Nov 01 2021 19:00:00 GMT-0500 (Central Daylight Time)|1211|1610612745|1610612757
Tue Nov 02 2021 19:00:00 GMT-0500 (Central Daylight Time)|45|1610612738|1610612755
Tue Nov 02 2021 19:00:00 GMT-0500 (Central Daylight Time)|479|1610612749|1610612743
Tue Nov 02 2021 19:00:00 GMT-0500 (Central Daylight Time)|921|1610612760|1610612756
Tue Nov 02 2021 19:00:00 GMT-0500 (Central Daylight Time)|1016|1610612763|1610612740
Tue Nov 02 2021 19:00:00 GMT-0500 (Central Daylight Time)|1107|1610612765|1610612747
Tue Nov 02 2021 19:00:00 GMT-0500 (Central Daylight Time)|1151|1610612766|1610612762
Wed Nov 03 2021 19:00:00 GMT-0500 (Central Daylight Time)|34|1610612737|1610612752
Wed Nov 03 2021 19:00:00 GMT-0500 (Central Daylight Time)|173|1610612741|1610612756
Wed Nov 03 2021 19:00:00 GMT-0500 (Central Daylight Time)|311|1610612744|1610612760
Wed Nov 03 2021 19:00:00 GMT-0500 (Central Daylight Time)|551|1610612751|1610612755
Wed Nov 03 2021 19:00:00 GMT-0500 (Central Daylight Time)|663|1610612753|1610612764
Wed Nov 03 2021 19:00:00 GMT-0500 (Central Daylight Time)|829|1610612758|1610612738
Wed Nov 03 2021 19:00:00 GMT-0500 (Central Daylight Time)|969|1610612761|1610612749
Wed Nov 03 2021 19:00:00 GMT-0500 (Central Daylight Time)|1221|1610612746|1610612762
Thu Nov 04 2021 19:00:00 GMT-0500 (Central Daylight Time)|548|1610612751|1610612738
Thu Nov 04 2021 19:00:00 GMT-0500 (Central Daylight Time)|594|1610612752|1610612764
Thu Nov 04 2021 19:00:00 GMT-0500 (Central Daylight Time)|732|1610612755|1610612737
Thu Nov 04 2021 19:00:00 GMT-0500 (Central Daylight Time)|825|1610612758|1610612747
Thu Nov 04 2021 19:00:00 GMT-0500 (Central Daylight Time)|861|1610612759|1610612742
Thu Nov 04 2021 19:00:00 GMT-0500 (Central Daylight Time)|914|1610612760|1610612753
Thu Nov 04 2021 19:00:00 GMT-0500 (Central Daylight Time)|1187|1610612746|1610612745
Fri Nov 05 2021 19:00:00 GMT-0500 (Central Daylight Time)|55|1610612738|1610612746
Fri Nov 05 2021 19:00:00 GMT-0500 (Central Daylight Time)|253|1610612743|1610612755
Fri Nov 05 2021 19:00:00 GMT-0500 (Central Daylight Time)|436|1610612748|1610612740
Fri Nov 05 2021 19:00:00 GMT-0500 (Central Daylight Time)|524|1610612750|1610612753
Fri Nov 05 2021 19:00:00 GMT-0500 (Central Daylight Time)|608|1610612752|1610612760
Fri Nov 05 2021 19:00:00 GMT-0500 (Central Daylight Time)|1100|1610612765|1610612754
Sat Nov 06 2021 19:00:00 GMT-0500 (Central Daylight Time)|67|1610612738|1610612739
Sat Nov 06 2021 19:00:00 GMT-0500 (Central Daylight Time)|133|1610612740|1610612752
Sat Nov 06 2021 19:00:00 GMT-0500 (Central Daylight Time)|164|1610612741|1610612765
Sat Nov 06 2021 19:00:00 GMT-0500 (Central Daylight Time)|231|1610612742|1610612760
Sat Nov 06 2021 19:00:00 GMT-0500 (Central Daylight Time)|350|1610612745|1610612762
Sat Nov 06 2021 19:00:00 GMT-0500 (Central Daylight Time)|559|1610612751|1610612743
Sat Nov 06 2021 19:00:00 GMT-0500 (Central Daylight Time)|971|1610612761|1610612753
Sun Nov 07 2021 18:00:00 GMT-0600 (Central Standard Time)|1007|1610612762|1610612747
Sun Nov 07 2021 18:00:00 GMT-0600 (Central Standard Time)|1034|1610612763|1610612761
Sun Nov 07 2021 18:00:00 GMT-0600 (Central Standard Time)|1089|1610612764|1610612765
Sun Nov 07 2021 18:00:00 GMT-0600 (Central Standard Time)|1190|1610612742|1610612746
Mon Nov 08 2021 18:00:00 GMT-0600 (Central Standard Time)|100|1610612739|1610612762
Mon Nov 08 2021 18:00:00 GMT-0600 (Central Standard Time)|298|1610612744|1610612745
Mon Nov 08 2021 18:00:00 GMT-0600 (Central Standard Time)|361|1610612746|1610612738
Mon Nov 08 2021 18:00:00 GMT-0600 (Central Standard Time)|437|1610612748|1610612742
Mon Nov 08 2021 18:00:00 GMT-0600 (Central Standard Time)|554|1610612751|1610612761
Mon Nov 08 2021 18:00:00 GMT-0600 (Central Standard Time)|620|1610612752|1610612753
Mon Nov 08 2021 18:00:00 GMT-0600 (Central Standard Time)|741|1610612755|1610612766
Mon Nov 08 2021 18:00:00 GMT-0600 (Central Standard Time)|770|1610612756|1610612740
Tue Nov 09 2021 18:00:00 GMT-0600 (Central Standard Time)|66|1610612738|1610612741
Tue Nov 09 2021 18:00:00 GMT-0600 (Central Standard Time)|690|1610612754|1610612764
Tue Nov 09 2021 18:00:00 GMT-0600 (Central Standard Time)|1177|1610612762|1610612740
Wed Nov 10 2021 18:00:00 GMT-0600 (Central Standard Time)|127|1610612740|1610612738
Wed Nov 10 2021 18:00:00 GMT-0600 (Central Standard Time)|232|1610612742|1610612760
Wed Nov 10 2021 18:00:00 GMT-0600 (Central Standard Time)|309|1610612744|1610612757
Wed Nov 10 2021 18:00:00 GMT-0600 (Central Standard Time)|397|1610612747|1610612758
Wed Nov 10 2021 18:00:00 GMT-0600 (Central Standard Time)|507|1610612749|1610612766
Wed Nov 10 2021 18:00:00 GMT-0600 (Central Standard Time)|514|1610612750|1610612762
Wed Nov 10 2021 18:00:00 GMT-0600 (Central Standard Time)|555|1610612751|1610612764
Wed Nov 10 2021 18:00:00 GMT-0600 (Central Standard Time)|623|1610612752|1610612765
Wed Nov 10 2021 18:00:00 GMT-0600 (Central Standard Time)|652|1610612753|1610612741
Thu Nov 11 2021 18:00:00 GMT-0600 (Central Standard Time)|422|1610612747|1610612757
Thu Nov 11 2021 18:00:00 GMT-0600 (Central Standard Time)|490|1610612749|1610612762
Thu Nov 11 2021 18:00:00 GMT-0600 (Central Standard Time)|599|1610612752|1610612744
Thu Nov 11 2021 18:00:00 GMT-0600 (Central Standard Time)|761|1610612756|1610612761
Thu Nov 11 2021 18:00:00 GMT-0600 (Central Standard Time)|1038|1610612763|1610612758
Fri Nov 12 2021 18:00:00 GMT-0600 (Central Standard Time)|10|1610612737|1610612744
Fri Nov 12 2021 18:00:00 GMT-0600 (Central Standard Time)|209|1610612742|1610612749
Fri Nov 12 2021 18:00:00 GMT-0600 (Central Standard Time)|445|1610612748|1610612757
Fri Nov 12 2021 18:00:00 GMT-0600 (Central Standard Time)|522|1610612750|1610612751
Fri Nov 12 2021 18:00:00 GMT-0600 (Central Standard Time)|591|1610612752|1610612755
Fri Nov 12 2021 18:00:00 GMT-0600 (Central Standard Time)|775|1610612756|1610612759
Fri Nov 12 2021 18:00:00 GMT-0600 (Central Standard Time)|1088|1610612764|1610612753
Fri Nov 12 2021 18:00:00 GMT-0600 (Central Standard Time)|1178|1610612743|1610612740
Fri Nov 12 2021 18:00:00 GMT-0600 (Central Standard Time)|1213|1610612760|1610612758
Fri Nov 12 2021 18:00:00 GMT-0600 (Central Standard Time)|1227|1610612766|1610612765
Sat Nov 13 2021 18:00:00 GMT-0600 (Central Standard Time)|609|1610612752|1610612762
Sat Nov 13 2021 18:00:00 GMT-0600 (Central Standard Time)|774|1610612756|1610612745
Sat Nov 13 2021 18:00:00 GMT-0600 (Central Standard Time)|1063|1610612764|1610612761
Sat Nov 13 2021 18:00:00 GMT-0600 (Central Standard Time)|1126|1610612765|1610612751
Sat Nov 13 2021 18:00:00 GMT-0600 (Central Standard Time)|1223|1610612758|1610612763
Sun Nov 14 2021 18:00:00 GMT-0600 (Central Standard Time)|93|1610612739|1610612747
Sun Nov 14 2021 18:00:00 GMT-0600 (Central Standard Time)|180|1610612741|1610612737
Sun Nov 14 2021 18:00:00 GMT-0600 (Central Standard Time)|386|1610612746|1610612759
Sun Nov 14 2021 18:00:00 GMT-0600 (Central Standard Time)|561|1610612751|1610612745
Sun Nov 14 2021 18:00:00 GMT-0600 (Central Standard Time)|965|1610612761|1610612765
Sun Nov 14 2021 18:00:00 GMT-0600 (Central Standard Time)|1032|1610612763|1610612754
Mon Nov 15 2021 18:00:00 GMT-0600 (Central Standard Time)|27|1610612737|1610612738
Mon Nov 15 2021 18:00:00 GMT-0600 (Central Standard Time)|132|1610612740|1610612751
Mon Nov 15 2021 18:00:00 GMT-0600 (Central Standard Time)|402|1610612747|1610612741
Mon Nov 15 2021 18:00:00 GMT-0600 (Central Standard Time)|693|1610612754|1610612752
Mon Nov 15 2021 18:00:00 GMT-0600 (Central Standard Time)|734|1610612755|1610612739
Mon Nov 15 2021 18:00:00 GMT-0600 (Central Standard Time)|827|1610612758|1610612756
Mon Nov 15 2021 18:00:00 GMT-0600 (Central Standard Time)|875|1610612759|1610612753
Mon Nov 15 2021 18:00:00 GMT-0600 (Central Standard Time)|919|1610612760|1610612765
Mon Nov 15 2021 18:00:00 GMT-0600 (Central Standard Time)|1042|1610612763|1610612743
Mon Nov 15 2021 18:00:00 GMT-0600 (Central Standard Time)|1086|1610612764|1610612748
Tue Nov 16 2021 18:00:00 GMT-0600 (Central Standard Time)|26|1610612737|1610612738
Tue Nov 16 2021 18:00:00 GMT-0600 (Central Standard Time)|142|1610612740|1610612750
Tue Nov 16 2021 18:00:00 GMT-0600 (Central Standard Time)|471|1610612749|1610612741
Tue Nov 16 2021 18:00:00 GMT-0600 (Central Standard Time)|617|1610612752|1610612739
Tue Nov 16 2021 18:00:00 GMT-0600 (Central Standard Time)|628|1610612753|1610612748
Tue Nov 16 2021 18:00:00 GMT-0600 (Central Standard Time)|763|1610612756|1610612765
Tue Nov 16 2021 18:00:00 GMT-0600 (Central Standard Time)|788|1610612757|1610612762
Wed Nov 17 2021 18:00:00 GMT-0600 (Central Standard Time)|97|1610612739|1610612758
Wed Nov 17 2021 18:00:00 GMT-0600 (Central Standard Time)|185|1610612741|1610612748
Wed Nov 17 2021 18:00:00 GMT-0600 (Central Standard Time)|371|1610612746|1610612761
Wed Nov 17 2021 18:00:00 GMT-0600 (Central Standard Time)|598|1610612752|1610612743
Wed Nov 17 2021 18:00:00 GMT-0600 (Central Standard Time)|719|1610612755|1610612747
Wed Nov 17 2021 18:00:00 GMT-0600 (Central Standard Time)|743|1610612756|1610612744
Wed Nov 17 2021 18:00:00 GMT-0600 (Central Standard Time)|784|1610612757|1610612750
Wed Nov 17 2021 18:00:00 GMT-0600 (Central Standard Time)|1162|1610612766|1610612749
Thu Nov 18 2021 18:00:00 GMT-0600 (Central Standard Time)|51|1610612738|1610612742
Thu Nov 18 2021 18:00:00 GMT-0600 (Central Standard Time)|525|1610612750|1610612754
Thu Nov 18 2021 18:00:00 GMT-0600 (Central Standard Time)|630|1610612753|1610612766
Thu Nov 18 2021 18:00:00 GMT-0600 (Central Standard Time)|709|1610612755|1610612761
Thu Nov 18 2021 18:00:00 GMT-0600 (Central Standard Time)|910|1610612760|1610612748
Thu Nov 18 2021 18:00:00 GMT-0600 (Central Standard Time)|1000|1610612762|1610612744
Thu Nov 18 2021 18:00:00 GMT-0600 (Central Standard Time)|1069|1610612764|1610612746
Fri Nov 19 2021 18:00:00 GMT-0600 (Central Standard Time)|32|1610612737|1610612751
Fri Nov 19 2021 18:00:00 GMT-0600 (Central Standard Time)|48|1610612738|1610612764
Fri Nov 19 2021 18:00:00 GMT-0600 (Central Standard Time)|203|1610612742|1610612763
Fri Nov 19 2021 18:00:00 GMT-0600 (Central Standard Time)|302|1610612744|1610612740
Fri Nov 19 2021 18:00:00 GMT-0600 (Central Standard Time)|347|1610612745|1610612758
Fri Nov 19 2021 18:00:00 GMT-0600 (Central Standard Time)|355|1610612746|1610612747
Fri Nov 19 2021 18:00:00 GMT-0600 (Central Standard Time)|777|1610612756|1610612762
Fri Nov 19 2021 18:00:00 GMT-0600 (Central Standard Time)|968|1610612761|1610612749
Fri Nov 19 2021 18:00:00 GMT-0600 (Central Standard Time)|1137|1610612766|1610612753
Fri Nov 19 2021 18:00:00 GMT-0600 (Central Standard Time)|1207|1610612765|1610612755
Sat Nov 20 2021 18:00:00 GMT-0600 (Central Standard Time)|257|1610612743|1610612766
Sat Nov 20 2021 18:00:00 GMT-0600 (Central Standard Time)|304|1610612744|1610612742
Sat Nov 20 2021 18:00:00 GMT-0600 (Central Standard Time)|323|1610612745|1610612739
Sat Nov 20 2021 18:00:00 GMT-0600 (Central Standard Time)|379|1610612746|1610612740
Sat Nov 20 2021 18:00:00 GMT-0600 (Central Standard Time)|430|1610612748|1610612737
Sat Nov 20 2021 18:00:00 GMT-0600 (Central Standard Time)|694|1610612754|1610612752
Sat Nov 20 2021 18:00:00 GMT-0600 (Central Standard Time)|838|1610612758|1610612755
Sat Nov 20 2021 18:00:00 GMT-0600 (Central Standard Time)|983|1610612762|1610612760
Sat Nov 20 2021 18:00:00 GMT-0600 (Central Standard Time)|1052|1610612763|1610612757
Sat Nov 20 2021 18:00:00 GMT-0600 (Central Standard Time)|1112|1610612765|1610612759
Sun Nov 21 2021 18:00:00 GMT-0600 (Central Standard Time)|275|1610612744|1610612746
Sun Nov 21 2021 18:00:00 GMT-0600 (Central Standard Time)|495|1610612749|1610612753
Sun Nov 21 2021 18:00:00 GMT-0600 (Central Standard Time)|780|1610612756|1610612763
Sun Nov 21 2021 18:00:00 GMT-0600 (Central Standard Time)|985|1610612762|1610612738
Sun Nov 21 2021 18:00:00 GMT-0600 (Central Standard Time)|1199|1610612748|1610612751
Mon Nov 22 2021 18:00:00 GMT-0600 (Central Standard Time)|670|1610612754|1610612765
Mon Nov 22 2021 18:00:00 GMT-0600 (Central Standard Time)|751|1610612756|1610612738
Mon Nov 22 2021 18:00:00 GMT-0600 (Central Standard Time)|793|1610612757|1610612748
Mon Nov 22 2021 18:00:00 GMT-0600 (Central Standard Time)|835|1610612758|1610612752
Mon Nov 22 2021 18:00:00 GMT-0600 (Central Standard Time)|897|1610612759|1610612762
Mon Nov 22 2021 18:00:00 GMT-0600 (Central Standard Time)|925|1610612760|1610612740
Mon Nov 22 2021 18:00:00 GMT-0600 (Central Standard Time)|1161|1610612766|1610612749
Mon Nov 22 2021 18:00:00 GMT-0600 (Central Standard Time)|1182|1610612747|1610612742
Tue Nov 23 2021 18:00:00 GMT-0600 (Central Standard Time)|171|1610612741|1610612747
Tue Nov 23 2021 18:00:00 GMT-0600 (Central Standard Time)|655|1610612753|1610612751
Tue Nov 23 2021 18:00:00 GMT-0600 (Central Standard Time)|673|1610612754|1610612742
Tue Nov 23 2021 18:00:00 GMT-0600 (Central Standard Time)|1009|1610612762|1610612756
Wed Nov 24 2021 18:00:00 GMT-0600 (Central Standard Time)|46|1610612738|1610612761
Wed Nov 24 2021 18:00:00 GMT-0600 (Central Standard Time)|106|1610612739|1610612737
Wed Nov 24 2021 18:00:00 GMT-0600 (Central Standard Time)|211|1610612742|1610612752
Wed Nov 24 2021 18:00:00 GMT-0600 (Central Standard Time)|242|1610612743|1610612762
Wed Nov 24 2021 18:00:00 GMT-0600 (Central Standard Time)|287|1610612744|1610612749
Wed Nov 24 2021 18:00:00 GMT-0600 (Central Standard Time)|325|1610612745|1610612748
Wed Nov 24 2021 18:00:00 GMT-0600 (Central Standard Time)|373|1610612746|1610612765
Wed Nov 24 2021 18:00:00 GMT-0600 (Central Standard Time)|679|1610612754|1610612750
Wed Nov 24 2021 18:00:00 GMT-0600 (Central Standard Time)|737|1610612755|1610612741
Wed Nov 24 2021 18:00:00 GMT-0600 (Central Standard Time)|758|1610612756|1610612753
Wed Nov 24 2021 18:00:00 GMT-0600 (Central Standard Time)|1224|1610612760|1610612763
Fri Nov 26 2021 18:00:00 GMT-0600 (Central Standard Time)|116|1610612739|1610612766
Fri Nov 26 2021 18:00:00 GMT-0600 (Central Standard Time)|216|1610612742|1610612764
Fri Nov 26 2021 18:00:00 GMT-0600 (Central Standard Time)|384|1610612746|1610612750
Fri Nov 26 2021 18:00:00 GMT-0600 (Central Standard Time)|500|1610612749|1610612748
Fri Nov 26 2021 18:00:00 GMT-0600 (Central Standard Time)|615|1610612752|1610612737
Fri Nov 26 2021 18:00:00 GMT-0600 (Central Standard Time)|812|1610612757|1610612744
Fri Nov 26 2021 18:00:00 GMT-0600 (Central Standard Time)|877|1610612759|1610612755
Fri Nov 26 2021 18:00:00 GMT-0600 (Central Standard Time)|924|1610612760|1610612763
Sat Nov 27 2021 18:00:00 GMT-0600 (Central Standard Time)|23|1610612737|1610612754
Sat Nov 27 2021 18:00:00 GMT-0600 (Central Standard Time)|61|1610612738|1610612759
Sat Nov 27 2021 18:00:00 GMT-0600 (Central Standard Time)|149|1610612740|1610612747
Sat Nov 27 2021 18:00:00 GMT-0600 (Central Standard Time)|467|1610612748|1610612765
Sat Nov 27 2021 18:00:00 GMT-0600 (Central Standard Time)|521|1610612750|1610612749
Sat Nov 27 2021 18:00:00 GMT-0600 (Central Standard Time)|654|1610612753|1610612751
Sat Nov 27 2021 18:00:00 GMT-0600 (Central Standard Time)|904|1610612760|1610612762
Sat Nov 27 2021 18:00:00 GMT-0600 (Central Standard Time)|942|1610612761|1610612752
Mon Nov 29 2021 18:00:00 GMT-0600 (Central Standard Time)|22|1610612737|1610612764
Mon Nov 29 2021 18:00:00 GMT-0600 (Central Standard Time)|76|1610612738|1610612753
Mon Nov 29 2021 18:00:00 GMT-0600 (Central Standard Time)|102|1610612739|1610612761
Mon Nov 29 2021 18:00:00 GMT-0600 (Central Standard Time)|207|1610612742|1610612741
Mon Nov 29 2021 18:00:00 GMT-0600 (Central Standard Time)|265|1610612743|1610612745
Mon Nov 29 2021 18:00:00 GMT-0600 (Central Standard Time)|392|1610612747|1610612744
Mon Nov 29 2021 18:00:00 GMT-0600 (Central Standard Time)|755|1610612756|1610612749
